ACC_NUM,EPPI ID,Short Title,Title,Journal,Year,Date Assessed,Include,Reason,Country,Geographic Region,Site details,Comparator,Wetland Class,Saline or freshwater,Disturbance Category,Disturbance Type,Restoration time period,Restoration Activity,Time Since Restoration,Study Information,Notes,Measured Outcome,Other outcome,Multivariate community composition,Univariate diversity metric,Richness,Abundance/Density,Cover,Biomass,Stem density,Litter biomass,Canopy height/Structure,Primary Productivity,Body size,Bulk density,Soil Organic Matter,Organic carbon,Cation exchange capacity,Total carbon,Phosphorus,Microbial biomass,Physiochemical soil property,Soil nutrients,Carbon mineralization,Physiochemical water properties,Plant Tissues (chemical analysis),Eddy Flux measurements,GHG Emissions,Gross Ecosystem Productivity,Hydrology,Other,,,,,,
A423,936,Meyer 2007,Ecosystem structure and function in restored and natural slough wetlands: Evaluation of restoration practices in the central Platte River Valley,PhD Thesis,2007,27-Feb-24,N,Relevant studies published and included below ,USA,Nebraska,Platte River,"Reference, Restored",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A424,937,Meyer and Whiles 2008,Macroinvertebrate communities in restored and natural Platte River slough wetlands,Freshwater Science,2008,27-Feb-24,Y,,USA,Nebraska,Platte River,"Reference, Restored",wetland,freshwater,Agriculture and aquaculture,draining for crop production and development ,1987-1998,"land contouring, seeding, tree removal ",5-16 years,"Study Site: The study area covered a 90 km stretch of the central Platte River in south central Nebraska, characterized by wet meadows with linear sloughs.Three natural wetland sites and four restored sites, ranging from 5-16 years old, were selected for comparison. Restoration procedures were similar among sites, except for the Johns Clearing site, which had different restoration history.
Sampling: conducted within marked representative reaches of each site. Staff gauges were installed to measure water levels, and hydroperiods were determined. Wetted width, depth, water volume, temperature, dissolved oxygen, pH, conductivity, and substrate composition were measured.
Benthic Invertebrate Sampling and Processing: Macroinvertebrates were sampled monthly using dipnets and drop traps. Samples were processed, sorted, and identified to the lowest practical taxonomic level. Invertebrate biomass was estimated using length-mass relationships. An invertebrate index of biotic integrity (IBI) was calculated for each site based on ten macroinvertebrate metrics.
Analysis of Macroinvertebrate Data: Statistical analysis included mixed models with repeated measures, orthogonal contrast statements, and transformation of data to meet assumptions.
Differences in abundance, biomass, richness, diversity, and IBI scores were tested between wetland types and over time. Non-metric multidimensional scaling (NMDS) and analysis of similarity (ANOSIM) were used to compare community composition among sites. Vector fitting was performed to examine correlations between community composition and environmental variables.",,Benthic infauna,,,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A424,937,Meyer and Whiles 2008,Macroinvertebrate communities in restored and natural Platte River slough wetlands,Freshwater Science,2008,27-Feb-24,Y,,USA,Nebraska,Platte River,"Reference, Restored",wetland,freshwater,Agriculture and aquaculture,draining for crop production and development ,1987-1999,"land contouring, seeding, tree removal ",5-16 years,"Study Site: The study area covered a 90 km stretch of the central Platte River in south central Nebraska, characterized by wet meadows with linear sloughs.Three natural wetland sites and four restored sites, ranging from 5-16 years old, were selected for comparison. Restoration procedures were similar among sites, except for the Johns Clearing site, which had different restoration history.
Sampling: conducted within marked representative reaches of each site. Staff gauges were installed to measure water levels, and hydroperiods were determined. Wetted width, depth, water volume, temperature, dissolved oxygen, pH, conductivity, and substrate composition were measured.
Benthic Invertebrate Sampling and Processing: Macroinvertebrates were sampled monthly using dipnets and drop traps. Samples were processed, sorted, and identified to the lowest practical taxonomic level.
Invertebrate biomass was estimated using length-mass relationships. An invertebrate index of biotic integrity (IBI) was calculated for each site based on ten macroinvertebrate metrics.
Analysis of Macroinvertebrate Data: Statistical analysis included mixed models with repeated measures, orthogonal contrast statements, and transformation of data to meet assumptions.
Differences in abundance, biomass, richness, diversity, and IBI scores were tested between wetland types and over time. Non-metric multidimensional scaling (NMDS) and analysis of similarity (ANOSIM) were used to compare community composition among sites. Vector fitting was performed to examine correlations between community composition and environmental variables.",,Abiotic,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,1,,,,,,,
A425,938,"Meyer et al., 2008",Ecosystem recovery across a chronosequence of restored wetlands in the platte river valley,Ecosystems,2008,27-Feb-24,Y,,USA,Nebraska,Platte River,"Reference, Restored",wetland,freshwater,Agriculture and aquaculture,draining for crop production and development ,1995-2001,restored through land contouring and planting with native seed or seedlings collected from nearby natural wetlands,1-7 years ,"Study Site: nine wetlands along the central Platte River valley in south-central Nebraska. These wetlands included three natural sites and six restored sites, ranging in age from 1 to 7 years old at the start of the assessment. The study region consisted of braided shallow channels of the Platte River and wet meadows with intermittent wetland sloughs. 
Sampling: conducted within designated 30-meter representative reaches at each site. Plant community composition, including richness, diversity, and wetland indicator status, was assessed through visual estimations of cover and species identification. Aboveground biomass and net primary productivity were quantified for major plant groups. Statistical analysis: Data analyses included regression procedures to examine changes over time in plant community metrics and productivity, t-tests to compare natural and restored wetlands, and non-metric multidimensional scaling (NMDS) to analyze plant community composition. Vector fitting was used to examine correlations between plant composition and potential explanatory variables such as hydrology, site type, and restoration age.",Shannon-Wiener Index of diversity,Vegetation,,1,,1,1,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
A426,939,"Meyer et al., 2010",Plant Community Recovery following Restoration in Temporally Variable Riparian Wetlands,Restoration Ecology ,2010,27-Feb-24,Y,,USA,Nebraska,Platte River,"Reference, Restored",wetland,freshwater,Agriculture and aquaculture,draining for crop production and development ,1995-2001,restored through land contouring and planting with native seed or seedlings collected from nearby natural wetlands,1-7 years ,"Study Sites: Three natural wetlands and six restored wetlands were selected along a 90 km stretch of the Platte River valley. The habitats consisted of braided river channels and adjacent wet meadows. 
Sampling: Soil cores were collected to measure root biomass and soil properties. Root biomass was measured by collecting soil cores and washing roots over sieves. Soil samples were collected to quantify carbon (C) and nitrogen (N) pools, including microbial biomass and short-term C mineralization rates.
Soil Analysis: Soil samples were analyzed for various parameters such as organic matter, bulk density, textural characteristics, pH, and nutrient content. Extractable inorganic N was determined using KCl extraction and subsequent analysis. In situ indices of relative inorganic N availability were obtained using ion exchange resins.
Statistical Analyses: Statistical analyses included comparison of means between restored and natural sites, regression analyses to assess changes over time, analysis of covariance, t-tests for mean comparisons, and correlation analyses to explore relationships among variables. SAS software was used for data analysis.",,Vegetation,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
A426,939,"Meyer et al., 2010",Plant Community Recovery following Restoration in Temporally Variable Riparian Wetlands,Restoration Ecology ,2010,27-Feb-24,Y,,USA,Nebraska,Platte River,"Reference, Restored",wetland,freshwater,Agriculture and aquaculture,draining for crop production and development ,1995-2001,restored through land contouring and planting with native seed or seedlings collected from nearby natural wetlands,1-7 years ,"Study Sites: Three natural wetlands and six restored wetlands were selected along a 90 km stretch of the Platte River valley. The habitats consisted of braided river channels and adjacent wet meadows. 
Sampling: Soil cores were collected to measure root biomass and soil properties. Root biomass was measured by collecting soil cores and washing roots over sieves. Soil samples were collected to quantify carbon (C) and nitrogen (N) pools, including microbial biomass and short-term C mineralization rates.
Soil Analysis: Soil samples were analyzed for various parameters such as organic matter, bulk density, textural characteristics, pH, and nutrient content. Extractable inorganic N was determined using KCl extraction and subsequent analysis. In situ indices of relative inorganic N availability were obtained using ion exchange resins.
Statistical Analyses: Statistical analyses included comparison of means between restored and natural sites, regression analyses to assess changes over time, analysis of covariance, t-tests for mean comparisons, and correlation analyses to explore relationships among variables. SAS software was used for data analysis.",,Abiotic,,,,,,,,,,,,,1,1,,,1,,,,1,,,,,,,,,,,,,,
A426,939,"Meyer et al., 2010",Plant Community Recovery following Restoration in Temporally Variable Riparian Wetlands,Restoration Ecology ,2010,27-Feb-24,Y,,USA,Nebraska,Platte River,"Reference, Restored",wetland,freshwater,Agriculture and aquaculture,draining for crop production and development ,1995-2001,restored through land contouring and planting with native seed or seedlings collected from nearby natural wetlands,1-7 years ,"Study Sites: Three natural wetlands and six restored wetlands were selected along a 90 km stretch of the Platte River valley. The habitats consisted of braided river channels and adjacent wet meadows. 
Sampling: Soil cores were collected to measure root biomass and soil properties. Root biomass was measured by collecting soil cores and washing roots over sieves. Soil samples were collected to quantify carbon (C) and nitrogen (N) pools, including microbial biomass and short-term C mineralization rates.
Soil Analysis: Soil samples were analyzed for various parameters such as organic matter, bulk density, textural characteristics, pH, and nutrient content. Extractable inorganic N was determined using KCl extraction and subsequent analysis. In situ indices of relative inorganic N availability were obtained using ion exchange resins.
Statistical Analyses: Statistical analyses included comparison of means between restored and natural sites, regression analyses to assess changes over time, analysis of covariance, t-tests for mean comparisons, and correlation analyses to explore relationships among variables. SAS software was used for data analysis.",,Microbial,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
A427,942,"Hejduk et al., 2017",Restoration of floodplain meadows: Effects on the re-establishment of mosses,PLos One,2017,27-Feb-24,N,,Germany,Frankfurt,Upper Rhine ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A428,943,Card and Quideau 2010,Microbial community structure in restored riparian soils of the Canadian prairie pothole region,Soil Biology and Biochemistry,2010,27-Feb-24,N,"Already coded and included above, EPPI ID: 223",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A429,944,"Zhou et al., 2022",Microbial drivers of methane emissions from unrestored industrial salt ponds,The ISME Journal,2022,27-Feb-24,Y,,USA,California ,Menlo Park,"Disturbed, Restored, Reference",marsh,saline,Energy production and mining,diking for salt production (salt farming) ,2008,"Restoration work included improving the flood control levee and constructing berms (dividing the pond into two cells), canals (an inlet and outlet to provide uniform water flow through the cells), 30 bird nesting islands, water control structures (to regulate water levels and flow rates of the ponds)",6 years ,"Study site: the study investigated the microbial communities and biogeochemical processes in different wetland habitats, including reference, unrestored, and restored marshes in the San Francisco South Bay area. 
Sampling: Soil core samples were collected from each site in July 2014, including reference wetland, unrestored salt ponds and a restored managed pond. Cores were collected at three locations per site, with duplicate cores collected at each location. Soil cores were sampled at depths of 0-5 cm and 5-15 cm for subsequent analyses.
Gas Flux Measurements: On-site CH4 and CO2 fluxes were measured from intact soil cores using a greenhouse gas analyzer. Flux measurements were conducted over two consecutive intervals, with gas exchange between intervals.
Soil Analysis: Soil cores were split into sections for DNA extraction, geochemical analyses, and gas flux measurements. Sediment samples were analyzed for various geochemical parameters, including elemental concentrations, nutrient availability, and organic content.
DNA Extraction and Sequencing: DNA was extracted from soil samples and PCR amplification of the V4 region of the 16S rRNA gene was performed.
Amplicons were sequenced using Illumina technology, and bioinformatics analyses were conducted to process sequencing data, including OTU clustering and taxonomic assignment. Metagenome Sequencing and Analysis: Shotgun metagenome sequencing was performed, and assembly of contigs was followed by gene annotation and binning. Quality assessment of metagenome-assembled genomes (MAGs) was conducted, and redundant bins were removed.
Functional profiling of MAGs was performed to assess gene abundances involved in carbon, nitrogen, phosphorus, and sulfur cycling.
Statistical Analyses: Diversity analyses were conducted to assess microbial community composition and structure. Indicator species analysis was performed to identify taxa associated with specific habitat types. Gene copy abundance and correlations with environmental variables (e.g., methane and salinity) were analyzed. Co-occurrence networks were constructed to explore microbial interactions and functional associations.
Substrate Addition Experiment: A substrate addition experiment was conducted using soil slurry incubations with various carbon substrates. Methane production was measured over a two-week period, and statistical analyses were performed to assess the effects of substrate type and time.",,Abiotic,,,,,,,,,,,,,,,,,,,,1,1,,,,1,1,,,,,,,,,
A429,944,"Zhou et al., 2022",Microbial drivers of methane emissions from unrestored industrial salt ponds,The ISME Journal,2022,27-Feb-24,Y,,USA,California ,Menlo Park,"Disturbed, Restored, Reference",marsh,saline,Energy production and mining,diking for salt production (salt farming) ,2008,"Restoration work included improving the flood control levee and constructing berms (dividing the pond into two cells), canals (an inlet and outlet to provide uniform water flow through the cells), 30 bird nesting islands, water control structures (to regulate water levels and flow rates of the ponds)",6 years ,"Study site: the study investigated the microbial communities and biogeochemical processes in different wetland habitats, including reference, unrestored, and restored marshes in the San Francisco South Bay area. 
Sampling: Soil core samples were collected from each site in July 2014, including reference wetland, unrestored salt ponds and a restored managed pond. Cores were collected at three locations per site, with duplicate cores collected at each location. Soil cores were sampled at depths of 0-5 cm and 5-15 cm for subsequent analyses.
Gas Flux Measurements: On-site CH4 and CO2 fluxes were measured from intact soil cores using a greenhouse gas analyzer. Flux measurements were conducted over two consecutive intervals, with gas exchange between intervals.
Soil Analysis: Soil cores were split into sections for DNA extraction, geochemical analyses, and gas flux measurements. Sediment samples were analyzed for various geochemical parameters, including elemental concentrations, nutrient availability, and organic content.
DNA Extraction and Sequencing: DNA was extracted from soil samples and PCR amplification of the V4 region of the 16S rRNA gene was performed.
Amplicons were sequenced using Illumina technology, and bioinformatics analyses were conducted to process sequencing data, including OTU clustering and taxonomic assignment. Metagenome Sequencing and Analysis: Shotgun metagenome sequencing was performed, and assembly of contigs was followed by gene annotation and binning. Quality assessment of metagenome-assembled genomes (MAGs) was conducted, and redundant bins were removed.
Functional profiling of MAGs was performed to assess gene abundances involved in carbon, nitrogen, phosphorus, and sulfur cycling.
Statistical Analyses: Diversity analyses were conducted to assess microbial community composition and structure. Indicator species analysis was performed to identify taxa associated with specific habitat types. Gene copy abundance and correlations with environmental variables (e.g., methane and salinity) were analyzed. Co-occurrence networks were constructed to explore microbial interactions and functional associations.
Substrate Addition Experiment: A substrate addition experiment was conducted using soil slurry incubations with various carbon substrates. Methane production was measured over a two-week period, and statistical analyses were performed to assess the effects of substrate type and time.",PERMANOVA microbial diversity ,Microbial,,1,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A430,950,Miller and Able 2002,"Movements and growth of tagged young-of-the-year Atlantic croaker (Micropogonias undulatus L.) in restored and reference marsh creeks in Delaware Bay, USA",Journal of Experimental Marine Biology and Ecology,2002,27-Feb-24,Y,,USA,New Jersey,Delaware Bay,"Reference, Restored",marsh,saline,Energy production and mining,diking for salt production (salt farming) ,1996,restoration of normal tidal flow and vegetation ,2 years,"Study site: two created creeks within a restored marsh (Dennis Township) and two natural tidal creeks in a reference marsh (Moores Beach) in the Delaware Bay of New Jersey. 
Sampling: Fish were captured, tagged, and released back into the same creek. Tagging occurred on multiple dates, and the creeks were monitored for tagged fish movement until fall. A separate study concurrently monitored fish populations in the creeks through long-term surveys involving otter trawls and weirs. Environmental characteristics such as surface temperature, salinity, and dissolved oxygen were measured in both restored and reference marshes.
Tag Retention and Mortality: A study was conducted to determine tag retention and mortality rates by tagging YOY Atlantic croaker and monitoring them in tanks over a five-week period.
Tag and Recapture: Fish were collected from study creeks, tagged, and then recaptured through various methods including seining, otter trawling, and weir sampling. Recaptured fish were measured, and their tag sequence numbers were matched to determine growth rates and movements.",,Abiotic,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,
A430,950,Miller and Able 2002,"Movements and growth of tagged young-of-the-year Atlantic croaker (Micropogonias undulatus L.) in restored and reference marsh creeks in Delaware Bay, USA",Journal of Experimental Marine Biology and Ecology,2002,27-Feb-24,Y,,USA,New Jersey ,Delaware Bay,"Reference, Restored",marsh,saline,Energy production and mining,diking for salt production (salt farming) ,1996,restoration of normal tidal flow and vegetation ,2 years,"Study site: two created creeks within a restored marsh (Dennis Township) and two natural tidal creeks in a reference marsh (Moores Beach) in the Delaware Bay of New Jersey. 
Sampling: Fish were captured, tagged, and released back into the same creek. Tagging occurred on multiple dates, and the creeks were monitored for tagged fish movement until fall. A separate study concurrently monitored fish populations in the creeks through long-term surveys involving otter trawls and weirs. Environmental characteristics such as surface temperature, salinity, and dissolved oxygen were measured in both restored and reference marshes.
Tag Retention and Mortality: A study was conducted to determine tag retention and mortality rates by tagging YOY Atlantic croaker and monitoring them in tanks over a five-week period.
Tag and Recapture: Fish were collected from study creeks, tagged, and then recaptured through various methods including seining, otter trawling, and weir sampling. Recaptured fish were measured, and their tag sequence numbers were matched to determine growth rates and movements.",,Fish,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,recapture rate for tagged fish ,,,,,,
A431,955,Minello and Webb 1997,"Use of natural and created Spartina alterniflora salt marshes by fishery species and other aquatic fauna in Galveston Bay, Texas, USA",Marine Ecology Progress Series,1997,27-Feb-24,N,Texas - not geographically relevant,USA,Texas,Galveston Bay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A432,962,"Molnar et al., 2009",INFLUENCE OF FLOODING AND VEGETATION PATTERNS ON AQUATIC BEETLE DIVERSITY IN A CONSTRUCTED WETLAND COMPLEX,Wetlands,2009,27-Feb-24,N,Hungary - not geographically relevant,Hungary,Europe,South-Hansag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A433,963,"Poulin et al., 2011",Restoration of pool margin communities in cutover peatlands,Aquatic Biology,2011,27-Feb-24,N,"Tests restoration planting technqiues, no comparator",Canada,Quebec,central Quebec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A434,965,"Montaga et al., 2002","Effect of restored freshwater inflow on macrofauna and meiofauna in upper Rincon Bayou, Texas, USA",Estuaries and Coasts,2002,27-Feb-24,N,Texas - not geographically relevant,USA,Texas,Rincon Bayou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A435,967,"Montalto et al., 2006","The hydrology of Piermont Marsh, a reference for tidal marsh restoration in the Hudson river estuary, New York",Journal of Hydrology,2006,27-Feb-24,N,"Studies a reference marsh, no restoration involved",USA,New York,Piermont Marsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A436,968,Montgomery and Eames 2008,"Prairie Wolf Slough Wetlands Demonstration Project: A Case Study Illustrating the Need for Incorporating Soil and Water Quality Assessment in Wetland Restoration Planning, Design and Monitoring",Restoration Ecology ,2008,27-Feb-24,N,"Studies a restored marsh, no reference comparator",USA,Illinois,Prairie Wolf Slough Wetland Demonstration ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A437,969,"Montgomery et al., 2021",A 16-year investigation of legacy phosphorus discharge from Prairie Wolf Slough: a wetland restored on a former farmed field,Restoration Ecology ,2021,27-Feb-24,N,"Long term monitoring of a restored site, no comparator ",USA,Illinois,Prairie Wolf Slough Wetland Demonstration ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A438,975,"Moore et al., 2012",Soil and sugar maple response 15 years after dolomitic lime application,Forest Ecology and Management,2012,27-Feb-24,N,"Examines maple tree soil and sugar response 15 years after herbicide, no comparator",Canada,Quebec,Duchesnay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A439,977,"Moore et al., 2020","If you build it, they will come: Restoration positively influences free-living and parasite diversity in a restored tidal marsh (vol 25, e00167, 2020)",Food Webs,2020,27-Feb-24,N,North Carolina - not geographically relevant,USA,North Carolina,Rachel Carson National Estuarine Research Reserve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A440,980,Moran 2003,Soil landscape relationships on restored hillslopes on the Des Moines Lobe in central Iowa,PhD Thesis,2003,28-Feb-24,N,"No comparator, restored sites only ",USA,Iowa,Des Moines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A441,984,Moran and Short 2002,"Using functional trajectories to track constructed salt marsh development in the Great Bay Estuary, Maine/New Hampshire, USA",Restoration Ecology,2002,28-Feb-24,N,All marshes were constructed and planted on imported substrate ,USA,New Hampshire,Great Bay Estuary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A442,986,Morrison 2014,Gulf Coast wet prairie plant community stability and restoration,Masters Thesis,2014,28-Feb-24,N,Florida - not geographically relevant,USA,Florida,Garcon Point,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A443,992,"Muller et al., 2016",Responses of riparian plant communities and water quality after 8 years of passive ecological restoration using a BACI design,Hydrobiologia,2016,28-Feb-24,N,France - not geographically relevant,France,Normandy,Mont Saint-Michel Bay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A444,993,"Murray et al., 2017","Methane emissions dynamics from a constructed fen and reference sites in the Athabasca Oil Sands Region, Alberta",Science of the Total Environment,2017,28-Feb-24,N,Studies a constructed fen post oil sand mining to a reference site ,Canada,Alberta,Athabasca Oil Sands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A445,994,"Murray et al., 2021",Restoration approach influences carbon exchange at in-situ oil sands exploration sites in east-central Alberta,Wetlands Ecological Mangement ,2021,28-Feb-24,N,"Studies oil sands exploration sites post-treatment, along with two control areas disturbed 20 years ago with no active restoration treatment",Canada,Alberta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A446,995,"Mushet et al., 2022","Floristic quality assessment of one natural and three restored wetland complexes in North Dakota, USA",Wetlands,2002,28-Feb-24,Y,,USA,North Dakota,prairie pothole,"Reference, Restored",wetland,freshwater,Agriculture and aquaculture,draining and ditching to convert land for agricultural use ,"1987, 1990, 1993","restoration of hydrology, reseeding ","2 years, 5 years, 8 years","Study Site: North Dakota's prairie pothole region; one natural wetland
complex, the Cottonwood Lake Study Area (16 wetlands sampled), and three restored wetland complexes, Nest Wildlife Development Area (14 wetlands sampled), Sweet Grass Wildlife Development Area (11 wetlands sampled), and Pilgrim’s Rest Wildlife Development Area (12 wetlands sampled). Human activities, such as cultivation and drainage for agriculture, have significantly impacted wetland ecosystems, leading to changes in plant species composition and hydrologic regimes. Restoration efforts have been undertaken to mitigate the impacts of wetland drainage, but studies indicate differences in plant species composition and wetland volume between restored and natural wetlands.
Sampling Methods: In July and August of 1995 plant communities in wetlands were sampled in various complexes, including Cottonwood Lake, Hawk’s Nest, Sweet Grass, and Pilgrim’s Rest. Transects radiating from wetland centers were established, and 0.25 m2 plots were randomly located within each wetland vegetation zone. Both native and non-native plant species were identified, and the quality of native plant communities was assessed using various indices, including C¯ and FQI.
Data Analysis: C¯ and FQI values were calculated for each wetland using panel-assigned and data-generated C values based on plant species occurrences in sampled wetlands. Species richness and the percentage of native species were also calculated for each wetland complex.
Plant Species Classification: Native species occurring only in undisturbed native prairie wetlands were considered conservative and assigned higher C values, while those occurring in disturbed wetlands were assigned lower C values based on their frequency of occurrence.",,Vegetation,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A447,996,"Myers et al., 1995","BALDCYPRESS (TAXODIUM-DISTICHUM (L) RICH) RESTORATION IN SOUTHEAST LOUISIANA - THE RELATIVE EFFECTS OF HERBIVORY, FLOODING, COMPETITION, AND MACRONUTRIENTS",Wetlands,1995,28-Feb-24,N,Louisiana - not geographically relevant ,USA,Lousiana,Lake Pontchartrain Basin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A448,997,Nacey 2021,"Comparison of Pore Water Chemistry between an Upland Restoration Site and a Valley Superfund Site Using Inorganic Carbon Isotopes Along Blacktail Creek, Butte, Mt",Masters Thesis ,2021,28-Feb-24,N,Study not relevant ,USA,Montana,Butte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A449,1000,Nairn and Mitsch 1999,Phosphorus removal in created wetland ponds receiving river overflow,Ecological Engineering,1999,28-Feb-24,N,Constructed wetland on an agricultural field ,USA,Ohio ,Olentangy River Wetland Research Park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A450,1004,"Neckles et al., 2002",A monitoring protocol to assess tidal restoration of salt marshes on local and regional scales,Restoration Ecology ,2002,28-Feb-24,N,A monitoring protocol/assessment tool to assess how recovering wetlands are performing ,USA,Maine,Gulf of Maine ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A451,1006,"Neff et al., 2009",Rapid Seed Bank Development in Restored Tidal Freshwater Wetlands,Restoration Ecology ,2009,28-Feb-24,Y,,USA,Washington,Anacostia watershed,"Reference, Restored",marsh,freshwater,Not specified,disruption of elevation? unclear,"1992-1993, 2000","dredging and filling of containment cells with Anacostia River sediment to elevations sufficient to support emergent macrophytes then after a period of dewatering, seven native species were planted. 1992–1993 (7 years prior to Kingman Marsh) using dredge material to raise elevations to levels suitable for wetland vegetation","0-3 years, 7 years ","Study Sites: Anacostia watershed in Washington, D.C; wetland sites were selected, including the recently restored Kingman Marsh, an older restored site (Kenilworth Marsh), and two reference wetlands (urban: Dueling Creek and nonurban: Patuxent Marsh).
Seed Bank Sampling: Soil samples were collected from multiple transects within each wetland, with a total of 35 transects across the sites. Samples were collected at different time points to avoid sampling the same locations repeatedly. The seedling emergence method was utilized for sampling.
Wetland Seed Bank Development: Composite soil samples were processed by spreading them over moist vermiculite in aluminum pans and placed in a greenhouse. Seedlings emerging from the samples were enumerated over several months. Flooded and non-flooded treatments were compared in 2003.
Data Analysis: Various parameters such as total seedling emergence, taxa density, and species evenness were analyzed using repeated measures ANOVA and Tukey–Kramer tests for pairwise comparisons. Sørensen’s quotient of similarity was used to assess species composition similarity between sites. Chi-square tests were employed to determine the independence of composition based on categories like annuals versus perennials and natives versus non-natives.",,Vegetation,,,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A452,1008,"Nelson et al., 2008",Soil organic carbon changes and distribution in cultivated and restored grassland soils in Saskatchewan,Nutrient Cycling in Agroecosystems,2008,28-Feb-24,N,"Studies grassland restoration, no wetland restoration ",Canada,Saskatchewan,Missouri Coteau ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A453,1009,"Nemerson and Able, 2005",Juvenile sciaenid fishes respond favorably to Delaware Bay marsh restoration,Ecological Engineering,2005,28-Feb-24,Y,,USA,New Jersey,Delaware Bay,"Disturbed, Restored",marsh,saline,Energy production and mining,salt mining/farming ,1996,restoration of hydrology through filling of created channels ,1-3 years,"Study Sites: The study compares a restored marsh (former salt farm) in Dennis Township with a reference marsh at Moores Beach. Both sites are located along natural creeks feeding into Delaware Bay.
Field Sampling: Fish sampling was conducted monthly from April to November 1997–1999 using otter trawls and bag seines. Sampling included four replicate tows against the tide at six stations per site, and fish were collected at high and low tides.
Laboratory Procedures: In the lab, fish were sorted, measured, and pooled into size classes. Stomach contents were analyzed to determine prey composition, categorized into eight general categories. A modified index of relative fullness (IRF) was used to assess prey quantity. Analysis of covariance (ANCOVA) was employed to compare fish weight at length.
Data Analysis: Principal components analysis (PCA) was used to compare prey consumption patterns. The Kruskal–Wallis test examined differences in IRF values between sites. Catch-per-unit-effort (CPUE) was used to compare fish abundance among sites and months. ANCOVA was used to compare fish weight at length, with lengths and weights log-transformed prior to analysis.",Principal components analysis (PCA) was used to compare prey consumption patterns.,Fish,,1,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,1 -fish stomach fullness,,,,,,
A454,1011,"Newman et al., 2017",Drivers of landscape evolution: multiple regimes and their influence on carbon sequestration in a sub-tropical peatland,Ecological Monographs,2017,28-Feb-24,N,Florida - not geographically relevant ,USA,Florida,Everglades,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
